郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月)
820,岡山,18綜合＆電力小計,**,"459,638 ","178,873,480 "
820,岡山,19電燈＆綜合＆電力小計,**,"466,128 ","202,825,277 "
820,岡山,20臨時電燈,52 ,0 ,"3,974 "
820,岡山,21臨時電力,*,128 ,"17,560 "
820,岡山,22臨時用電小計,**,128 ,"21,534 "
820,岡山,23總計（含臨時用電）,**,"466,128 ","202,846,811 "
820,岡山,24表燈合計,**,"6,490 ","23,955,771 "
820,岡山,25綜合＆電力合計,**,"459,638 ","178,891,040 "
821,路竹,1表燈非營業用,"32,471 ",95 ,"8,579,563 "
821,路竹,2表燈營業用,"2,377 ","2,880 ","3,518,418 "
821,路竹,3表燈小計,**,"2,975 ","12,097,981 "
821,路竹,4低壓綜合裝置非營業用,*,0 ,0 
821,路竹,5低壓綜合需量非營業用,24 ,"1,502 ","330,584 "
821,路竹,6低壓綜合非營業用電小計,**,"1,502 ","330,584 "
821,路竹,7低壓綜合裝置營業用,*,0 ,0 
821,路竹,8低壓綜合需量營業用,128 ,"5,208 ","1,282,974 "
821,路竹,9低壓綜合營業用電小計,**,"5,208 ","1,282,974 "
821,路竹,10低壓綜合用電小計,**,"6,710 ","1,613,558 "
821,路竹,11低壓裝置電力,"2,158 ","7,787 ","1,330,463 "
821,路竹,12低壓需量電力,449 ,"18,844 ","3,645,402 "
821,路竹,13低壓電力小計,**,"26,631 ","4,975,865 "
821,路竹,14高壓電力,179 ,"155,884 ","55,058,411 "
821,路竹,15特高壓電力,*,"106,070 ","71,785,000 "
821,路竹,16高＆特高壓電力小計,**,"261,954 ","126,843,411 "
821,路竹,17電力小計,**,"288,585 ","131,819,276 "
821,路竹,18綜合＆電力小計,**,"295,295 ","133,432,834 "
821,路竹,19電燈＆綜合＆電力小計,**,"298,270 ","145,530,815 "
821,路竹,20臨時電燈,30 ,0 ,"4,827 "
821,路竹,21臨時電力,*,224 ,"26,559 "
821,路竹,22臨時用電小計,**,224 ,"31,386 "
821,路竹,23總計（含臨時用電）,**,"298,270 ","145,562,201 "
821,路竹,24表燈合計,**,"2,975 ","12,102,808 "
821,路竹,25綜合＆電力合計,**,"295,295 ","133,459,393 "
822,阿蓮,1表燈非營業用,"16,935 ",13 ,"2,979,965 "
822,阿蓮,2表燈營業用,"1,559 ",831 ,"1,387,264 "
822,阿蓮,3表燈小計,**,844 ,"4,367,229 "
822,阿蓮,4低壓綜合裝置非營業用,*,0 ,0 
822,阿蓮,5低壓綜合需量非營業用,15 ,876 ,"206,590 "
822,阿蓮,6低壓綜合非營業用電小計,**,876 ,"206,590 "
822,阿蓮,7低壓綜合裝置營業用,*,0 ,0 
822,阿蓮,8低壓綜合需量營業用,72 ,"3,874 ","863,493 "
822,阿蓮,9低壓綜合營業用電小計,**,"3,874 ","863,493 "
822,阿蓮,10低壓綜合用電小計,**,"4,750 ","1,070,083 "
822,阿蓮,11低壓裝置電力,814 ,"3,445 ","403,861 "
822,阿蓮,12低壓需量電力,250 ,"9,204 ","1,677,929 "
822,阿蓮,13低壓電力小計,**,"12,649 ","2,081,790 "
822,阿蓮,14高壓電力,38 ,"15,564 ","4,977,396 "
822,阿蓮,15特高壓電力,*,"10,480 ","4,837,200 "
822,阿蓮,16高＆特高壓電力小計,**,"26,044 ","9,814,596 "
822,阿蓮,17電力小計,**,"38,693 ","11,896,386 "
822,阿蓮,18綜合＆電力小計,**,"43,443 ","12,966,469 "
822,阿蓮,19電燈＆綜合＆電力小計,**,"44,287 ","17,333,698 "
822,阿蓮,20臨時電燈,7 ,0 ,568 
822,阿蓮,21臨時電力,*,60 ,"14,400 "
822,阿蓮,22臨時用電小計,**,60 ,"14,968 "
822,阿蓮,23總計（含臨時用電）,**,"44,287 ","17,348,666 "
822,阿蓮,24表燈合計,**,844 ,"4,367,797 "
822,阿蓮,25綜合＆電力合計,**,"43,443 ","12,980,869 "
823,田寮,1表燈非營業用,"4,458 ",5 ,"1,379,523 "
823,田寮,2表燈營業用,213 ,99 ,"314,010 "
823,田寮,3表燈小計,**,104 ,"1,693,533 "
823,田寮,4低壓綜合裝置非營業用,*,0 ,0 
823,田寮,5低壓綜合需量非營業用,*,100 ,"9,879 "
823,田寮,6低壓綜合非營業用電小計,**,100 ,"9,879 "
823,田寮,7低壓綜合裝置營業用,*,0 ,0 
823,田寮,8低壓綜合需量營業用,*,113 ,"22,890 "
823,田寮,9低壓綜合營業用電小計,**,113 ,"22,890 "
823,田寮,10低壓綜合用電小計,**,213 ,"32,769 "
823,田寮,11低壓裝置電力,57 ,404 ,"69,818 "
823,田寮,12低壓需量電力,48 ,667 ,"75,924 "
823,田寮,13低壓電力小計,**,"1,071 ","145,742 "
823,田寮,14高壓電力,*,"2,585 ","753,180 "
823,田寮,15特高壓電力,*,0 ,0 
823,田寮,16高＆特高壓電力小計,**,"2,585 ","753,180 "
823,田寮,17電力小計,**,"3,656 ","898,922 "
823,田寮,18綜合＆電力小計,**,"3,869 ","931,691 "
823,田寮,19電燈＆綜合＆電力小計,**,"3,973 ","2,625,224 "
823,田寮,20臨時電燈,*,0 ,0 
823,田寮,21臨時電力,*,0 ,0 
823,田寮,22臨時用電小計,**,0 ,0 
823,田寮,23總計（含臨時用電）,**,"3,973 ","2,625,224 "
823,田寮,24表燈合計,**,104 ,"1,693,533 "
823,田寮,25綜合＆電力合計,**,"3,869 ","931,691 "
824,燕巢,1表燈非營業用,"20,008 ",38 ,"3,852,587 "
824,燕巢,2表燈營業用,"1,760 ","1,686 ","1,921,854 "
824,燕巢,3表燈小計,**,"1,724 ","5,774,441 "
824,燕巢,4低壓綜合裝置非營業用,*,0 ,0 
824,燕巢,5低壓綜合需量非營業用,17 ,932 ,"177,641 "
824,燕巢,6低壓綜合非營業用電小計,**,932 ,"177,641 "
824,燕巢,7低壓綜合裝置營業用,*,0 ,0 
824,燕巢,8低壓綜合需量營業用,61 ,"2,928 ","595,468 "
824,燕巢,9低壓綜合營業用電小計,**,"2,928 ","595,468 "
824,燕巢,10低壓綜合用電小計,**,"3,860 ","773,109 "
824,燕巢,11低壓裝置電力,215 ,"1,185 ","83,486 "
824,燕巢,12低壓需量電力,266 ,"11,663 ","2,071,320 "
824,燕巢,13低壓電力小計,**,"12,848 ","2,154,806 "
824,燕巢,14高壓電力,92 ,"64,212 ","20,057,502 "
824,燕巢,15特高壓電力,*,"45,350 ","19,513,100 "
824,燕巢,16高＆特高壓電力小計,**,"109,562 ","39,570,602 "
824,燕巢,17電力小計,**,"122,410 ","41,725,408 "
824,燕巢,18綜合＆電力小計,**,"126,270 ","42,498,517 "
824,燕巢,19電燈＆綜合＆電力小計,**,"127,994 ","48,272,958 "
824,燕巢,20臨時電燈,6 ,0 ,667 
824,燕巢,21臨時電力,*,636 ,"14,680 "
824,燕巢,22臨時用電小計,**,636 ,"15,347 "
824,燕巢,23總計（含臨時用電）,**,"127,994 ","48,288,305 "
824,燕巢,24表燈合計,**,"1,724 ","5,775,108 "
824,燕巢,25綜合＆電力合計,**,"126,270 ","42,513,197 "
825,橋頭,1表燈非營業用,"24,043 ",66 ,"6,154,135 "
825,橋頭,2表燈營業用,"1,407 ","1,108 ","1,406,473 "
825,橋頭,3表燈小計,**,"1,174 ","7,560,608 "
825,橋頭,4低壓綜合裝置非營業用,*,0 ,0 
825,橋頭,5低壓綜合需量非營業用,28 ,"1,149 ","189,427 "
825,橋頭,6低壓綜合非營業用電小計,**,"1,149 ","189,427 "
825,橋頭,7低壓綜合裝置營業用,*,0 ,0 
825,橋頭,8低壓綜合需量營業用,44 ,"2,261 ","686,448 "
825,橋頭,9低壓綜合營業用電小計,**,"2,261 ","686,448 "
825,橋頭,10低壓綜合用電小計,**,"3,410 ","875,875 "
825,橋頭,11低壓裝置電力,200 ,"1,332 ","193,676 "
825,橋頭,12低壓需量電力,116 ,"4,039 ","583,097 "
825,橋頭,13低壓電力小計,**,"5,371 ","776,773 "
825,橋頭,14高壓電力,34 ,"34,444 ","8,849,030 "
825,橋頭,15特高壓電力,*,"46,100 ","21,458,400 "
825,橋頭,16高＆特高壓電力小計,**,"80,544 ","30,307,430 "
825,橋頭,17電力小計,**,"85,915 ","31,084,203 "
825,橋頭,18綜合＆電力小計,**,"89,325 ","31,960,078 "
825,橋頭,19電燈＆綜合＆電力小計,**,"90,499 ","39,520,686 "
825,橋頭,20臨時電燈,22 ,0 ,"3,691 "
825,橋頭,21臨時電力,7 ,454 ,"62,200 "
825,橋頭,22臨時用電小計,**,454 ,"65,891 "
825,橋頭,23總計（含臨時用電）,**,"90,499 ","39,586,577 "
825,橋頭,24表燈合計,**,"1,174 ","7,564,299 "
825,橋頭,25綜合＆電力合計,**,"89,325 ","32,022,278 "
826,梓官,1表燈非營業用,"22,064 ",46 ,"10,963,397 "
826,梓官,2表燈營業用,"1,456 ",705 ,"2,630,844 "
826,梓官,3表燈小計,**,751 ,"13,594,241 "
826,梓官,4低壓綜合裝置非營業用,*,0 ,0 
826,梓官,5低壓綜合需量非營業用,*,184 ,"39,032 "
826,梓官,6低壓綜合非營業用電小計,**,184 ,"39,032 "
826,梓官,7低壓綜合裝置營業用,*,0 ,0 
826,梓官,8低壓綜合需量營業用,47 ,"2,256 ","625,180 "
826,梓官,9低壓綜合營業用電小計,**,"2,256 ","625,180 "
826,梓官,10低壓綜合用電小計,**,"2,440 ","664,212 "
826,梓官,11低壓裝置電力,502 ,"1,674 ","211,876 "
826,梓官,12低壓需量電力,143 ,"5,241 ","935,586 "
826,梓官,13低壓電力小計,**,"6,915 ","1,147,462 "
826,梓官,14高壓電力,39 ,"16,316 ","5,557,702 "
826,梓官,15特高壓電力,*,0 ,0 
826,梓官,16高＆特高壓電力小計,**,"16,316 ","5,557,702 "
826,梓官,17電力小計,**,"23,231 ","6,705,164 "
826,梓官,18綜合＆電力小計,**,"25,671 ","7,369,376 "
826,梓官,19電燈＆綜合＆電力小計,**,"26,422 ","20,963,617 "
826,梓官,20臨時電燈,7 ,0 ,"2,937 "
826,梓官,21臨時電力,*,0 ,0 
826,梓官,22臨時用電小計,**,0 ,"2,937 "
826,梓官,23總計（含臨時用電）,**,"26,422 ","20,966,554 "
826,梓官,24表燈合計,**,751 ,"13,597,178 "
826,梓官,25綜合＆電力合計,**,"25,671 ","7,369,376 "
827,彌陀,1表燈非營業用,"10,581 ",28 ,"19,007 "
827,彌陀,2表燈營業用,661 ,109 ,"43,001 "
827,彌陀,3表燈小計,**,137 ,"62,008 "
827,彌陀,4低壓綜合裝置非營業用,*,0 ,0 
827,彌陀,5低壓綜合需量非營業用,*,150 ,"60,526 "
827,彌陀,6低壓綜合非營業用電小計,**,150 ,"60,526 "
827,彌陀,7低壓綜合裝置營業用,*,0 ,0 
827,彌陀,8低壓綜合需量營業用,16 ,515 ,"139,996 "
827,彌陀,9低壓綜合營業用電小計,**,515 ,"139,996 "
827,彌陀,10低壓綜合用電小計,**,665 ,"200,522 "
827,彌陀,11低壓裝置電力,"1,072 ","6,814 ","2,139,040 "
827,彌陀,12低壓需量電力,153 ,"4,209 ","755,874 "
827,彌陀,13低壓電力小計,**,"11,023 ","2,894,914 "
827,彌陀,14高壓電力,14 ,"4,434 ","1,487,126 "
827,彌陀,15特高壓電力,*,0 ,0 
827,彌陀,16高＆特高壓電力小計,**,"4,434 ","1,487,126 "
827,彌陀,17電力小計,**,"15,457 ","4,382,040 "
827,彌陀,18綜合＆電力小計,**,"16,122 ","4,582,562 "
827,彌陀,19電燈＆綜合＆電力小計,**,"16,259 ","4,644,570 "
827,彌陀,20臨時電燈,*,0 ,0 
827,彌陀,21臨時電力,*,0 ,0 
827,彌陀,22臨時用電小計,**,0 ,0 
827,彌陀,23總計（含臨時用電）,**,"16,259 ","4,644,570 "
827,彌陀,24表燈合計,**,137 ,"62,008 "
827,彌陀,25綜合＆電力合計,**,"16,122 ","4,582,562 "
828,永安,1表燈非營業用,"6,690 ",11 ,"448,398 "
828,永安,2表燈營業用,382 ,309 ,"312,419 "
828,永安,3表燈小計,**,320 ,"760,817 "
828,永安,4低壓綜合裝置非營業用,*,0 ,0 
828,永安,5低壓綜合需量非營業用,*,82 ,"7,472 "
828,永安,6低壓綜合非營業用電小計,**,82 ,"7,472 "
828,永安,7低壓綜合裝置營業用,*,0 ,0 
828,永安,8低壓綜合需量營業用,16 ,655 ,"127,370 "
828,永安,9低壓綜合營業用電小計,**,655 ,"127,370 "
828,永安,10低壓綜合用電小計,**,737 ,"134,842 "
828,永安,11低壓裝置電力,"1,948 ","9,642 ","2,307,722 "
828,永安,12低壓需量電力,189 ,"3,280 ","628,608 "
828,永安,13低壓電力小計,**,"12,922 ","2,936,330 "
828,永安,14高壓電力,54 ,"59,747 ","24,998,808 "
828,永安,15特高壓電力,*,"31,356 ","18,637,200 "
828,永安,16高＆特高壓電力小計,**,"91,103 ","43,636,008 "
828,永安,17電力小計,**,"104,025 ","46,572,338 "
828,永安,18綜合＆電力小計,**,"104,762 ","46,707,180 "
828,永安,19電燈＆綜合＆電力小計,**,"105,082 ","47,467,997 "
828,永安,20臨時電燈,*,0 ,610 
828,永安,21臨時電力,*,30 ,"2,800 "
828,永安,22臨時用電小計,**,30 ,"3,410 "
828,永安,23總計（含臨時用電）,**,"105,082 ","47,471,407 "
828,永安,24表燈合計,**,320 ,"761,427 "
828,永安,25綜合＆電力合計,**,"104,762 ","46,709,980 "
829,湖內,1表燈非營業用,"19,846 ",13 ,"5,378,584 "
829,湖內,2表燈營業用,"1,230 ","1,702 ","1,167,010 "
829,湖內,3表燈小計,**,"1,715 ","6,545,594 "
829,湖內,4低壓綜合裝置非營業用,*,0 ,0 
829,湖內,5低壓綜合需量非營業用,22 ,818 ,"137,975 "
829,湖內,6低壓綜合非營業用電小計,**,818 ,"137,975 "
829,湖內,7低壓綜合裝置營業用,*,0 ,0 
829,湖內,8低壓綜合需量營業用,56 ,"2,432 ","566,727 "
829,湖內,9低壓綜合營業用電小計,**,"2,432 ","566,727 "
829,湖內,10低壓綜合用電小計,**,"3,250 ","704,702 "
829,湖內,11低壓裝置電力,"1,189 ","6,045 ","877,064 "
829,湖內,12低壓需量電力,308 ,"10,667 ","1,822,749 "
829,湖內,13低壓電力小計,**,"16,712 ","2,699,813 "
829,湖內,14高壓電力,75 ,"33,289 ","9,413,432 "
829,湖內,15特高壓電力,*,0 ,0 
829,湖內,16高＆特高壓電力小計,**,"33,289 ","9,413,432 "
829,湖內,17電力小計,**,"50,001 ","12,113,245 "
829,湖內,18綜合＆電力小計,**,"53,251 ","12,817,947 "
829,湖內,19電燈＆綜合＆電力小計,**,"54,966 ","19,363,541 "
829,湖內,20臨時電燈,16 ,0 ,"1,967 "
829,湖內,21臨時電力,*,0 ,0 
829,湖內,22臨時用電小計,**,0 ,"1,967 "
829,湖內,23總計（含臨時用電）,**,"54,966 ","19,365,508 "
829,湖內,24表燈合計,**,"1,715 ","6,547,561 "
829,湖內,25綜合＆電力合計,**,"53,251 ","12,817,947 "
830,鳳山,1表燈非營業用,"190,930 ","1,233 ","52,457,324 "
830,鳳山,2表燈營業用,"10,208 ","15,842 ","11,474,396 "
830,鳳山,3表燈小計,**,"17,075 ","63,931,720 "
830,鳳山,4低壓綜合裝置非營業用,*,0 ,0 
830,鳳山,5低壓綜合需量非營業用,641 ,"22,306 ","3,673,367 "
830,鳳山,6低壓綜合非營業用電小計,**,"22,306 ","3,673,367 "
830,鳳山,7低壓綜合裝置營業用,*,0 ,0 
830,鳳山,8低壓綜合需量營業用,715 ,"30,938 ","8,670,388 "
830,鳳山,9低壓綜合營業用電小計,**,"30,938 ","8,670,388 "
830,鳳山,10低壓綜合用電小計,**,"53,244 ","12,343,755 "
830,鳳山,11低壓裝置電力,106 ,935 ,"209,941 "
830,鳳山,12低壓需量電力,283 ,"10,960 ","1,930,638 "
830,鳳山,13低壓電力小計,**,"11,895 ","2,140,579 "
830,鳳山,14高壓電力,111 ,"43,242 ","13,229,310 "
830,鳳山,15特高壓電力,*,0 ,0 
830,鳳山,16高＆特高壓電力小計,**,"43,242 ","13,229,310 "
830,鳳山,17電力小計,**,"55,137 ","15,369,889 "
830,鳳山,18綜合＆電力小計,**,"108,381 ","27,713,644 "
830,鳳山,19電燈＆綜合＆電力小計,**,"125,456 ","91,645,364 "
830,鳳山,20臨時電燈,55 ,0 ,"25,582 "
830,鳳山,21臨時電力,33 ,"1,757 ","374,712 "
830,鳳山,22臨時用電小計,**,"1,757 ","400,294 "
830,鳳山,23總計（含臨時用電）,**,"125,456 ","92,045,658 "
830,鳳山,24表燈合計,**,"17,075 ","63,957,302 "
830,鳳山,25綜合＆電力合計,**,"108,381 ","28,088,356 "
831,大寮,1表燈非營業用,"68,818 ",198 ,"18,006,610 "
831,大寮,2表燈營業用,"6,195 ","7,412 ","10,316,630 "
831,大寮,3表燈小計,**,"7,610 ","28,323,240 "
831,大寮,4低壓綜合裝置非營業用,*,0 ,0 
831,大寮,5低壓綜合需量非營業用,103 ,"4,221 ","698,385 "
831,大寮,6低壓綜合非營業用電小計,**,"4,221 ","698,385 "
831,大寮,7低壓綜合裝置營業用,*,0 ,0 
831,大寮,8低壓綜合需量營業用,183 ,"9,941 ","2,280,797 "
831,大寮,9低壓綜合營業用電小計,**,"9,941 ","2,280,797 "
831,大寮,10低壓綜合用電小計,**,"14,162 ","2,979,182 "
831,大寮,11低壓裝置電力,302 ,"2,981 ","675,022 "
831,大寮,12低壓需量電力,637 ,"44,455 ","7,485,477 "
831,大寮,13低壓電力小計,**,"47,436 ","8,160,499 "
831,大寮,14高壓電力,304 ,"168,628 ","55,453,369 "
831,大寮,15特高壓電力,6 ,"16,250 ","4,342,400 "
831,大寮,16高＆特高壓電力小計,**,"184,878 ","59,795,769 "
831,大寮,17電力小計,**,"232,314 ","67,956,268 "
831,大寮,18綜合＆電力小計,**,"246,476 ","70,935,450 "
831,大寮,19電燈＆綜合＆電力小計,**,"254,086 ","99,258,690 "
831,大寮,20臨時電燈,33 ,0 ,"3,612 "
831,大寮,21臨時電力,12 ,"2,850 ","436,069 "
831,大寮,22臨時用電小計,**,"2,850 ","439,681 "
831,大寮,23總計（含臨時用電）,**,"254,086 ","99,698,371 "
831,大寮,24表燈合計,**,"7,610 ","28,326,852 "
831,大寮,25綜合＆電力合計,**,"246,476 ","71,371,519 "
832,林園,1表燈非營業用,"39,981 ",160 ,"10,959,395 "
832,林園,2表燈營業用,"2,011 ","2,012 ","2,299,601 "
832,林園,3表燈小計,**,"2,172 ","13,258,996 "
832,林園,4低壓綜合裝置非營業用,*,0 ,0 
832,林園,5低壓綜合需量非營業用,33 ,"1,033 ","153,726 "
832,林園,6低壓綜合非營業用電小計,**,"1,033 ","153,726 "
832,林園,7低壓綜合裝置營業用,*,0 ,0 
832,林園,8低壓綜合需量營業用,100 ,"3,795 ","1,018,895 "
832,林園,9低壓綜合營業用電小計,**,"3,795 ","1,018,895 "
832,林園,10低壓綜合用電小計,**,"4,828 ","1,172,621 "
832,林園,11低壓裝置電力,893 ,"6,452 ","1,722,338 "
832,林園,12低壓需量電力,80 ,"3,882 ","589,879 "
832,林園,13低壓電力小計,**,"10,334 ","2,312,217 "
832,林園,14高壓電力,39 ,"19,474 ","7,693,530 "
832,林園,15特高壓電力,15 ,"247,723 ","158,344,000 "
832,林園,16高＆特高壓電力小計,**,"267,197 ","166,037,530 "
832,林園,17電力小計,**,"277,531 ","168,349,747 "
832,林園,18綜合＆電力小計,**,"282,359 ","169,522,368 "
832,林園,19電燈＆綜合＆電力小計,**,"284,531 ","182,781,364 "
832,林園,20臨時電燈,15 ,0 ,"1,969 "
832,林園,21臨時電力,*,0 ,0 
832,林園,22臨時用電小計,**,0 ,"1,969 "
832,林園,23總計（含臨時用電）,**,"284,531 ","182,783,333 "
832,林園,24表燈合計,**,"2,172 ","13,260,965 "
832,林園,25綜合＆電力合計,**,"282,359 ","169,522,368 "
833,鳥松,1表燈非營業用,"27,742 ",278 ,"734,344 "
833,鳥松,2表燈營業用,"2,460 ","3,215 ","1,386,668 "
833,鳥松,3表燈小計,**,"3,493 ","2,121,012 "
833,鳥松,4低壓綜合裝置非營業用,*,0 ,0 
833,鳥松,5低壓綜合需量非營業用,88 ,"3,922 ","692,115 "
833,鳥松,6低壓綜合非營業用電小計,**,"3,922 ","692,115 "
833,鳥松,7低壓綜合裝置營業用,*,0 ,0 
833,鳥松,8低壓綜合需量營業用,90 ,"5,846 ","1,399,500 "
833,鳥松,9低壓綜合營業用電小計,**,"5,846 ","1,399,500 "
833,鳥松,10低壓綜合用電小計,**,"9,768 ","2,091,615 "
833,鳥松,11低壓裝置電力,73 ,545 ,"112,783 "
833,鳥松,12低壓需量電力,104 ,"4,952 ","762,858 "
833,鳥松,13低壓電力小計,**,"5,497 ","875,641 "
833,鳥松,14高壓電力,39 ,"15,809 ","4,840,367 "
833,鳥松,15特高壓電力,*,"16,150 ","9,757,500 "
833,鳥松,16高＆特高壓電力小計,**,"31,959 ","14,597,867 "
833,鳥松,17電力小計,**,"37,456 ","15,473,508 "
833,鳥松,18綜合＆電力小計,**,"47,224 ","17,565,123 "
833,鳥松,19電燈＆綜合＆電力小計,**,"50,717 ","19,686,135 "
833,鳥松,20臨時電燈,39 ,0 ,768 
833,鳥松,21臨時電力,6 ,271 ,"37,440 "
833,鳥松,22臨時用電小計,**,271 ,"38,208 "
833,鳥松,23總計（含臨時用電）,**,"50,717 ","19,724,343 "
833,鳥松,24表燈合計,**,"3,493 ","2,121,780 "
833,鳥松,25綜合＆電力合計,**,"47,224 ","17,602,563 "
840,大樹,1表燈非營業用,"25,852 ",71 ,"6,260,771 "
840,大樹,2表燈營業用,"1,509 ","1,692 ","1,936,591 "
840,大樹,3表燈小計,**,"1,763 ","8,197,362 "
840,大樹,4低壓綜合裝置非營業用,*,0 ,0 
840,大樹,5低壓綜合需量非營業用,40 ,"2,235 ","428,089 "
840,大樹,6低壓綜合非營業用電小計,**,"2,235 ","428,089 "
840,大樹,7低壓綜合裝置營業用,*,0 ,0 
840,大樹,8低壓綜合需量營業用,44 ,"2,212 ","528,170 "
840,大樹,9低壓綜合營業用電小計,**,"2,212 ","528,170 "
840,大樹,10低壓綜合用電小計,**,"4,447 ","956,259 "
840,大樹,11低壓裝置電力,164 ,"1,627 ","324,413 "
840,大樹,12低壓需量電力,115 ,"5,881 ","1,111,361 "
840,大樹,13低壓電力小計,**,"7,508 ","1,435,774 "
840,大樹,14高壓電力,51 ,"35,352 ","11,380,016 "
840,大樹,15特高壓電力,*,"44,600 ","13,656,700 "
840,大樹,16高＆特高壓電力小計,**,"79,952 ","25,036,716 "
840,大樹,17電力小計,**,"87,460 ","26,472,490 "
840,大樹,18綜合＆電力小計,**,"91,907 ","27,428,749 "
840,大樹,19電燈＆綜合＆電力小計,**,"93,670 ","35,626,111 "
840,大樹,20臨時電燈,10 ,0 ,"7,546 "
840,大樹,21臨時電力,12 ,502 ,"92,467 "
840,大樹,22臨時用電小計,**,502 ,"100,013 "
840,大樹,23總計（含臨時用電）,**,"93,670 ","35,726,124 "
840,大樹,24表燈合計,**,"1,763 ","8,204,908 "
840,大樹,25綜合＆電力合計,**,"91,907 ","27,521,216 "
842,旗山,1表燈非營業用,"24,769 ",385 ,"5,926,981 "
842,旗山,2表燈營業用,"1,579 ","1,600 ","1,523,834 "
842,旗山,3表燈小計,**,"1,985 ","7,450,815 "
842,旗山,4低壓綜合裝置非營業用,*,0 ,0 
842,旗山,5低壓綜合需量非營業用,43 ,"2,032 ","513,288 "
842,旗山,6低壓綜合非營業用電小計,**,"2,032 ","513,288 "
842,旗山,7低壓綜合裝置營業用,*,0 ,0 
842,旗山,8低壓綜合需量營業用,88 ,"3,512 ","968,451 "
842,旗山,9低壓綜合營業用電小計,**,"3,512 ","968,451 "
842,旗山,10低壓綜合用電小計,**,"5,544 ","1,481,739 "
842,旗山,11低壓裝置電力,228 ,"2,021 ","176,865 "
842,旗山,12低壓需量電力,88 ,"3,880 ","554,714 "
842,旗山,13低壓電力小計,**,"5,901 ","731,579 "
842,旗山,14高壓電力,26 ,"11,833 ","3,646,469 "
842,旗山,15特高壓電力,*,0 ,0 
842,旗山,16高＆特高壓電力小計,**,"11,833 ","3,646,469 "
842,旗山,17電力小計,**,"17,734 ","4,378,048 "
842,旗山,18綜合＆電力小計,**,"23,278 ","5,859,787 "
842,旗山,19電燈＆綜合＆電力小計,**,"25,263 ","13,310,602 "
842,旗山,20臨時電燈,10 ,0 ,"3,457 "
842,旗山,21臨時電力,*,0 ,0 
842,旗山,22臨時用電小計,**,0 ,"3,457 "
842,旗山,23總計（含臨時用電）,**,"25,263 ","13,314,059 "
842,旗山,24表燈合計,**,"1,985 ","7,454,272 "
842,旗山,25綜合＆電力合計,**,"23,278 ","5,859,787 "
843,美濃,1表燈非營業用,"24,826 ",62 ,"5,825,919 "
843,美濃,2表燈營業用,905 ,664 ,"685,452 "
843,美濃,3表燈小計,**,726 ,"6,511,371 "
843,美濃,4低壓綜合裝置非營業用,*,0 ,0 
843,美濃,5低壓綜合需量非營業用,16 ,719 ,"155,993 "
843,美濃,6低壓綜合非營業用電小計,**,719 ,"155,993 "
843,美濃,7低壓綜合裝置營業用,*,0 ,0 
843,美濃,8低壓綜合需量營業用,31 ,"1,303 ","337,872 "
843,美濃,9低壓綜合營業用電小計,**,"1,303 ","337,872 "
843,美濃,10低壓綜合用電小計,**,"2,022 ","493,865 "
843,美濃,11低壓裝置電力,"1,005 ","7,139 ","1,002,970 "
843,美濃,12低壓需量電力,110 ,"2,174 ","307,910 "
843,美濃,13低壓電力小計,**,"9,313 ","1,310,880 "
843,美濃,14高壓電力,17 ,"6,435 ","1,127,836 "
843,美濃,15特高壓電力,*,0 ,0 
843,美濃,16高＆特高壓電力小計,**,"6,435 ","1,127,836 "
843,美濃,17電力小計,**,"15,748 ","2,438,716 "
843,美濃,18綜合＆電力小計,**,"17,770 ","2,932,581 "
843,美濃,19電燈＆綜合＆電力小計,**,"18,496 ","9,443,952 "
843,美濃,20臨時電燈,6 ,0 ,41 
843,美濃,21臨時電力,*,0 ,0 
843,美濃,22臨時用電小計,**,0 ,41 
843,美濃,23總計（含臨時用電）,**,"18,496 ","9,443,993 "
843,美濃,24表燈合計,**,726 ,"6,511,412 "
843,美濃,25綜合＆電力合計,**,"17,770 ","2,932,581 "
844,六龜,1表燈非營業用,"7,964 ",22 ,"1,037,151 "
844,六龜,2表燈營業用,478 ,391 ,"302,960 "
844,六龜,3表燈小計,**,413 ,"1,340,111 "
844,六龜,4低壓綜合裝置非營業用,*,0 ,0 
844,六龜,5低壓綜合需量非營業用,7 ,302 ,"41,185 "
844,六龜,6低壓綜合非營業用電小計,**,302 ,"41,185 "
844,六龜,7低壓綜合裝置營業用,*,0 ,0 
844,六龜,8低壓綜合需量營業用,13 ,519 ,"171,776 "
844,六龜,9低壓綜合營業用電小計,**,519 ,"171,776 "
844,六龜,10低壓綜合用電小計,**,821 ,"212,961 "
844,六龜,11低壓裝置電力,62 ,681 ,"59,277 "
844,六龜,12低壓需量電力,16 ,315 ,"34,384 "
844,六龜,13低壓電力小計,**,996 ,"93,661 "
844,六龜,14高壓電力,*,830 ,"154,948 "
844,六龜,15特高壓電力,*,0 ,0 
844,六龜,16高＆特高壓電力小計,**,830 ,"154,948 "
844,六龜,17電力小計,**,"1,826 ","248,609 "
844,六龜,18綜合＆電力小計,**,"2,647 ","461,570 "
844,六龜,19電燈＆綜合＆電力小計,**,"3,060 ","1,801,681 "
844,六龜,20臨時電燈,*,0 ,0 
844,六龜,21臨時電力,*,0 ,0 
844,六龜,22臨時用電小計,**,0 ,0 
844,六龜,23總計（含臨時用電）,**,"3,060 ","1,801,681 "
