郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月)
306,關西,13低壓電力小計,**,"3,749 ","602,265 "
306,關西,14高壓電力,27 ,"12,400 ","4,512,218 "
306,關西,15特高壓電力,*,"10,400 ","2,080,000 "
306,關西,16高＆特高壓電力小計,**,"22,800 ","6,592,218 "
306,關西,17電力小計,**,"26,549 ","7,194,483 "
306,關西,18綜合＆電力小計,**,"28,134 ","7,610,179 "
306,關西,19電燈＆綜合＆電力小計,**,"28,909 ","11,873,458 "
306,關西,20臨時電燈,10 ,0 ,207 
306,關西,21臨時電力,*,123 ,"14,017 "
306,關西,22臨時用電小計,**,123 ,"14,224 "
306,關西,23總計（含臨時用電）,**,"28,909 ","11,887,682 "
306,關西,24表燈合計,**,775 ,"4,263,486 "
306,關西,25綜合＆電力合計,**,"28,134 ","7,624,196 "
307,芎林,1表燈非營業用,"10,900 ",80 ,"4,499,871 "
307,芎林,2表燈營業用,436 ,528 ,"802,551 "
307,芎林,3表燈小計,**,608 ,"5,302,422 "
307,芎林,4低壓綜合裝置非營業用,*,0 ,0 
307,芎林,5低壓綜合需量非營業用,7 ,336 ,"68,391 "
307,芎林,6低壓綜合非營業用電小計,**,336 ,"68,391 "
307,芎林,7低壓綜合裝置營業用,*,0 ,0 
307,芎林,8低壓綜合需量營業用,20 ,766 ,"188,963 "
307,芎林,9低壓綜合營業用電小計,**,766 ,"188,963 "
307,芎林,10低壓綜合用電小計,**,"1,102 ","257,354 "
307,芎林,11低壓裝置電力,9 ,142 ,"59,388 "
307,芎林,12低壓需量電力,31 ,"1,264 ","239,861 "
307,芎林,13低壓電力小計,**,"1,406 ","299,249 "
307,芎林,14高壓電力,22 ,"15,268 ","6,190,630 "
307,芎林,15特高壓電力,*,0 ,0 
307,芎林,16高＆特高壓電力小計,**,"15,268 ","6,190,630 "
307,芎林,17電力小計,**,"16,674 ","6,489,879 "
307,芎林,18綜合＆電力小計,**,"17,776 ","6,747,233 "
307,芎林,19電燈＆綜合＆電力小計,**,"18,384 ","12,049,655 "
307,芎林,20臨時電燈,36 ,0 ,"20,512 "
307,芎林,21臨時電力,*,299 ,"58,880 "
307,芎林,22臨時用電小計,**,299 ,"79,392 "
307,芎林,23總計（含臨時用電）,**,"18,384 ","12,129,047 "
307,芎林,24表燈合計,**,608 ,"5,322,934 "
307,芎林,25綜合＆電力合計,**,"17,776 ","6,806,113 "
308,寶山,1表燈非營業用,"9,308 ",41 ,"3,473,500 "
308,寶山,2表燈營業用,384 ,324 ,"709,895 "
308,寶山,3表燈小計,**,365 ,"4,183,395 "
308,寶山,4低壓綜合裝置非營業用,*,0 ,0 
308,寶山,5低壓綜合需量非營業用,16 ,692 ,"95,439 "
308,寶山,6低壓綜合非營業用電小計,**,692 ,"95,439 "
308,寶山,7低壓綜合裝置營業用,*,0 ,0 
308,寶山,8低壓綜合需量營業用,18 ,976 ,"235,731 "
308,寶山,9低壓綜合營業用電小計,**,976 ,"235,731 "
308,寶山,10低壓綜合用電小計,**,"1,668 ","331,170 "
308,寶山,11低壓裝置電力,7 ,28 ,"2,019 "
308,寶山,12低壓需量電力,58 ,"3,380 ","849,370 "
308,寶山,13低壓電力小計,**,"3,408 ","851,389 "
308,寶山,14高壓電力,28 ,"64,566 ","39,856,680 "
308,寶山,15特高壓電力,9 ,"423,100 ","292,927,600 "
308,寶山,16高＆特高壓電力小計,**,"487,666 ","332,784,280 "
308,寶山,17電力小計,**,"491,074 ","333,635,669 "
308,寶山,18綜合＆電力小計,**,"492,742 ","333,966,839 "
308,寶山,19電燈＆綜合＆電力小計,**,"493,107 ","338,150,234 "
308,寶山,20臨時電燈,25 ,0 ,"1,175 "
